TARIH;SOZLESME KODU;SOZLESME ADI;PAZAR;PAZAR SEGMENTI;SOZLESME TIPI;SOZLESME SINIFI;DAYANAK VARLIK;VADE TARIHI;UZLASMA FIYATI;ONCEKI UZLASMA FIYATI;UZLASMA FIYATI DEGISIMI (%);ACILIS FIYATI;EN DUSUK FIYAT;EN YUKSEK FIYAT;KAPANIS FIYATI; AGIRLIKLI ORTALAMA FIYAT;ISLEM HACMI;PRIM HACMI;ISLEM MIKTARI;ISLEM SAYISI;ACIK POZISYON;ACIK POZISYON DEGISIMI;ACILIS SEANSI FIYATI;ACILIS SEANSI ISLEM HACMI;ACILIS SEANSI PRIM HACMI;ACILIS SEANSI ISLEM MIKTARI;ACILIS SEANSI ISLEM SAYISI
TRADE DATE;INSTRUMENT SERIES;INSTRUMENT NAME;MARKET;MARKET SEGMENT;INSTRUMENT TYPE;INSTRUMENT CLASS;UNDERLYING;EXPIRATION DATE;SETTLEMENT PRICE;PREVIOUS SETTLEMENT PRICE;CHANGE OF SETTLEMENT PRICE (%);OPENING PRICE;LOWEST PRICE;HIGHEST PRICE;CLOSING PRICE;VWAP;TRADED VALUE;PREMIUM VALUE;TRADE VOLUME;TRADE COUNT;OPEN POSITION;OPEN POSITION CHANGE;OPENING SESSION PRICE;TRADED VALUE AT OPENING SESSION;PREMIUM VALUE AT OPENING SESSION;TRADED VOLUME AT OPENING SESSION;TRADE COUNT AT OPENING SESSION
2026-04-22;F_AEFES0426;AEFES_04/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_AEFES_FPD;AEFES.E;2026-04-30;19.4;19.55;-0.77;19.68;19.22;20.02;19.4;19.57;457317731;0;233675;14869;241635;-17660;19.68;59040;0;30;8
2026-04-22;F_AEFES0526;AEFES_05/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_AEFES_FPD;AEFES.E;2026-05-25;19.73;19.88;-0.75;19.97;19.57;20.32;19.73;19.95;73791739;0;36997;1848;60763;-2539;;;;;
2026-04-22;F_AEFES0626;AEFES_06/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_AEFES_FPD;AEFES.E;2026-06-30;20.27;20.43;-0.78;20.43;20.13;20.71;20.28;20.39;2179724;0;1069;182;3960;-124;;;;;
2026-04-22;F_AKBNK0426;AKBNK_04/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_AKBNK_FPD;AKBNK.E;2026-04-30;79.95;81.86;-2.33;82.3;79.38;82.73;80;81.01;3992708218;0;492767;45341;696836;3731;82.3;1752990;0;213;18
2026-04-22;F_AKBNK0526;AKBNK_05/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_AKBNK_FPD;AKBNK.E;2026-05-25;82.09;84;-2.27;84.25;81.51;84.83;82.12;82.82;423958478;0;51196;5445;91880;22376;84.25;16850;0;2;1
2026-04-22;F_AKBNK0626;AKBNK_06/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_AKBNK_FPD;AKBNK.E;2026-06-30;83.82;86.25;-2.82;88.94;83.76;88.94;84.12;85.26;2591898;0;304;165;725;83;88.94;8894;0;1;1
2026-04-22;F_AKSEN0426;AKSEN_04/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_AKSEN_FPD;AKSEN.E;2026-04-30;79.73;80.99;-1.56;81.37;79.27;81.82;79.56;80.52;229942714;0;28557;7532;73045;-3220;;;;;
2026-04-22;F_AKSEN0526;AKSEN_05/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_AKSEN_FPD;AKSEN.E;2026-05-25;81.78;83.11;-1.6;83.45;81.45;83.95;81.78;83.02;83530679;0;10062;2171;14711;6511;;;;;
2026-04-22;F_AKSEN0626;AKSEN_06/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_AKSEN_FPD;AKSEN.E;2026-06-30;84.21;85.59;-1.61;85.59;83.6;85.79;84.25;84.58;1234890;0;146;38;1366;120;;;;;
2026-04-22;F_ALARK0426;ALARK_04/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ALARK_FPD;ALARK.E;2026-04-30;92.86;95.01;-2.26;95.2;92.4;96.03;92.75;93.72;144917911;0;15463;4564;85951;485;95.2;47600;0;5;2
2026-04-22;F_ALARK0526;ALARK_05/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ALARK_FPD;ALARK.E;2026-05-25;92.25;94.41;-2.29;95.3;91.93;95.39;92.32;93.47;31687357;0;3390;863;7448;1893;;;;;
2026-04-22;F_ALARK0626;ALARK_06/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ALARK_FPD;ALARK.E;2026-06-30;95.84;97.16;-1.36;96.41;94.75;97.53;94.75;96.13;307613;0;32;20;421;20;;;;;
2026-04-22;F_ARCLK0426;ARCLK_04/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ARCLK_FPD;ARCLK.E;2026-04-30;115.15;117.85;-2.29;118.3;114.75;118.45;114.75;116.17;111347080;0;9585;3091;33760;-1617;;;;;
2026-04-22;F_ARCLK0526;ARCLK_05/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ARCLK_FPD;ARCLK.E;2026-05-25;117.75;120;-1.88;120.6;117.15;120.6;117.65;118.29;8244555;0;697;280;3142;321;;;;;
2026-04-22;F_ARCLK0626;ARCLK_06/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ARCLK_FPD;ARCLK.E;2026-06-30;121;123.55;-2.06;124.5;118.3;124.5;121.7;121.43;2452885;0;202;75;466;140;;;;;
2026-04-22;F_ASELS0426;ASELS_04/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ASELS_FPD;ASELS.E;2026-04-30;400.35;401.3;-0.24;401.5;394.35;409.65;401.6;402.5;3133032065;0;77840;23237;138566;-2069;401.5;40150;0;1;1
2026-04-22;F_ASELS0526;ASELS_05/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ASELS_FPD;ASELS.E;2026-05-25;409.8;411.2;-0.34;411.3;404;418.75;410.75;411.31;432201180;0;10508;2579;17022;3143;;;;;
2026-04-22;F_ASELS0626;ASELS_06/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ASELS_FPD;ASELS.E;2026-06-30;419.05;424.75;-1.34;433;414.25;433;420.3;422.2;8444030;0;200;167;892;-7;;;;;
2026-04-22;F_ASTOR0426;ASTOR_04/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ASTOR_FPD;ASTOR.E;2026-04-30;209.8;217.55;-3.56;218;207.2;219.3;209.65;212.12;2305264670;0;108679;24467;58840;-10299;218;392400;0;18;6
2026-04-22;F_ASTOR0526;ASTOR_05/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ASTOR_FPD;ASTOR.E;2026-05-25;214.45;222.2;-3.49;223.75;211.85;224;215.25;217.09;156871015;0;7226;1734;14361;859;;;;;
2026-04-22;F_ASTOR0626;ASTOR_06/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ASTOR_FPD;ASTOR.E;2026-06-30;219.9;228.1;-3.59;229.25;218.85;229.25;220.25;222.17;3954625;0;178;94;614;45;;;;;
2026-04-22;F_BIMAS0426;BIMAS_04/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_BIMAS_FPD;BIMAS.E;2026-04-30;768.9;761.2;1.01;764.9;757.7;776.1;769.5;765.94;1150036270;0;15016;7149;33500;722;764.9;152980;0;2;2
2026-04-22;F_BIMAS0526;BIMAS_05/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_BIMAS_FPD;BIMAS.E;2026-05-25;788.6;780.8;1;777;775.3;794.5;787.4;782.96;156278500;0;1996;927;1709;604;777;1165500;0;15;8
2026-04-22;F_BIMAS0626;BIMAS_06/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_BIMAS_FPD;BIMAS.E;2026-06-30;798.2;797.9;0.04;794.1;794;806;806;798.19;638550;0;8;7;61;5;;;;;
2026-04-22;F_BRSAN0426;BRSAN_04/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_BRSAN_FPD;BRSAN.E;2026-04-30;561.4;561.6;-0.04;558;550;567.9;563.3;559.1;207091460;0;3704;2372;4460;42;;;;;
2026-04-22;F_BRSAN0526;BRSAN_05/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_BRSAN_FPD;BRSAN.E;2026-05-25;576.1;577.6;-0.26;577;565.8;580.8;575.8;574.43;18956140;0;330;213;1058;102;;;;;
2026-04-22;F_BRSAN0626;BRSAN_06/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_BRSAN_FPD;BRSAN.E;2026-06-30;591.3;597;-0.95;599.5;583.8;599.5;592.5;592.18;1362020;0;23;21;114;9;;;;;
2026-04-22;F_CIMSA0426;CIMSA_04/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_CIMSA_FPD;CIMSA.E;2026-04-30;56.64;55.5;2.05;55.9;55.47;58.65;56.42;56.81;441006988;0;77622;11802;73225;272;55.9;16770;0;3;1
2026-04-22;F_CIMSA0526;CIMSA_05/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_CIMSA_FPD;CIMSA.E;2026-05-25;58.19;57;2.09;57.11;57.02;60.16;58.26;58.36;61350826;0;10513;1866;11816;5956;;;;;
2026-04-22;F_CIMSA0626;CIMSA_06/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_CIMSA_FPD;CIMSA.E;2026-06-30;59.66;58.41;2.14;60.83;58.78;61.4;59.73;60.36;265568;0;44;19;380;37;;;;;
2026-04-22;F_CNHTRY0426;CNHTRY_04/2026_VIS;D_CR;CRF;D_CR_FUT;DE_CNHTRY_FUT;D_CNHTRY;2026-04-30;6.6375;6.6375;0;0;0;0;0;0;0;0;0;0;206;0;;;;;
2026-04-22;F_CNHTRY0526;CNHTRY_05/2026_VIS;D_CR;CRF;D_CR_FUT;DE_CNHTRY_FUT;D_CNHTRY;2026-05-25;6.8397;6.8397;0;0;0;0;0;0;0;0;0;0;244;0;;;;;
2026-04-22;F_CNHTRY0626;CNHTRY_06/2026_VIS;D_CR;CRF;D_CR_FUT;DE_CNHTRY_FUT;D_CNHTRY;2026-06-30;7.0086;7.0086;0;0;0;0;0;0;0;0;0;0;9;0;;;;;
2026-04-22;F_CNHTRY1226;CNHTRY_12/2026_VIS;D_CR;CRF;D_CR_FUT;DE_CNHTRY_FUT;D_CNHTRY;2026-12-31;8.2999;8.2999;0;0;0;0;0;0;0;0;0;0;8;0;;;;;
2026-04-22;F_DOAS0426;DOAS_04/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_DOAS_FPD;DOAS.E;2026-04-30;183.1;183.85;-0.41;184.6;180.4;185.4;182.4;182.57;46408215;0;2542;1404;4333;194;;;;;
2026-04-22;F_DOAS0526;DOAS_05/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_DOAS_FPD;DOAS.E;2026-05-25;186.15;186.75;-0.32;188.75;184.05;189.35;185.55;186.06;9637770;0;518;230;1158;208;;;;;
2026-04-22;F_DOAS0626;DOAS_06/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_DOAS_FPD;DOAS.E;2026-06-30;191.5;190.95;0.29;195.95;190.8;195.95;190.95;191.8;575385;0;30;27;140;4;;;;;
2026-04-22;F_DOHOL0426;DOHOL_04/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_DOHOL_FPD;DOHOL.E;2026-04-30;21.28;21.37;-0.42;21.46;21.11;21.69;21.3;21.41;204998629;0;95759;7224;237518;-13805;21.46;27898;0;13;4
2026-04-22;F_DOHOL0526;DOHOL_05/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_DOHOL_FPD;DOHOL.E;2026-05-25;21.85;21.9;-0.23;21.98;21.7;22.23;21.86;22.01;85657876;0;38913;2054;46385;28486;;;;;
2026-04-22;F_DOHOL0626;DOHOL_06/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_DOHOL_FPD;DOHOL.E;2026-06-30;22.38;22.56;-0.8;22.61;22.3;22.75;22.35;22.55;387917;0;172;41;630;11;;;;;
2026-04-22;F_EKGYO0426;EKGYO_04/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_EKGYO_FPD;EKGYO.E;2026-04-30;21.28;21.31;-0.14;21.53;21.03;21.62;21.3;21.29;769883456;0;361686;17670;509043;-29504;21.53;49519;0;23;13
2026-04-22;F_EKGYO0526;EKGYO_05/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_EKGYO_FPD;EKGYO.E;2026-05-25;21.79;21.83;-0.18;21.86;21.55;22.08;21.82;21.76;100193171;0;46050;1627;107265;17625;;;;;
2026-04-22;F_EKGYO0626;EKGYO_06/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_EKGYO_FPD;EKGYO.E;2026-06-30;21.77;21.92;-0.68;22.05;21.56;22.14;21.83;21.87;1500358;0;686;110;3295;541;;;;;
2026-04-22;F_ELCBAS0426;BY ELEKTRIK_04/2026_VIS;D_EL;ENF;D_EL_FUT;DE_ELCBAS04B_FUT;D_ELCBAS04;2026-04-30;2940;2940;0;0;0;0;0;0;0;0;0;0;20;0;;;;;
2026-04-22;F_ELCBAS0526;BY ELEKTRIK_05/2026_VIS;D_EL;ENF;D_EL_FUT;DE_ELCBAS05B_FUT;D_ELCBAS05;2026-06-01;2950;2950;0;0;0;0;0;0;0;0;0;0;20;0;;;;;
2026-04-22;F_ELCBAS0626;BY ELEKTRIK_06/2026_VIS;D_EL;ENF;D_EL_FUT;DE_ELCBAS06B_FUT;D_ELCBAS06;2026-06-30;2960;2960;0;0;0;0;0;0;0;0;0;0;20;0;;;;;
2026-04-22;F_ELCBAS0726;BY ELEKTRIK_07/2026_VIS;D_EL;ENF;D_EL_FUT;DE_ELCBAS07B_FUT;D_ELCBAS07;2026-07-31;2951.9;2951.9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
2026-04-22;F_ELCBAS0826;BY ELEKTRIK_08/2026_VIS;D_EL;ENF;D_EL_FUT;DE_ELCBAS08B_FUT;D_ELCBAS08;2026-08-31;2862.8;2862.8;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
2026-04-22;F_ELCBAS0926;BY ELEKTRIK_09/2026_VIS;D_EL;ENF;D_EL_FUT;DE_ELCBAS09B_FUT;D_ELCBAS09;2026-09-30;2041.1;2041.1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
2026-04-22;F_ELCBAS1026;BY ELEKTRIK_10/2026_VIS;D_EL;ENF;D_EL_FUT;DE_ELCBAS10B_FUT;D_ELCBAS10;2026-11-02;1599.4;1599.4;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
2026-04-22;F_ELCBASQ127;BY ELEKTRIK_Q1/2026_CASC VIS;D_EL;ENF;D_EL_FUT;DE_ELCBASQ1B_FUT;D_ELCBASQ1;2026-12-30;2443.2;2443.2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
2026-04-22;F_ELCBASQ128;BY ELEKTRIK_Q1/2027_CASC VIS;D_EL;ENF;D_EL_FUT;DE_ELCBASQ1B_FUT;D_ELCBASQ1;2027-12-30;2951.9;2951.9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
2026-04-22;F_ELCBASQ227;BY ELEKTRIK_Q2/2027_CASC VIS;D_EL;ENF;D_EL_FUT;DE_ELCBASQ2B_FUT;D_ELCBASQ2;2027-03-30;2443.2;2443.2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
2026-04-22;F_ELCBASQ228;BY ELEKTRIK_Q2/2028_CASC VIS;D_EL;ENF;D_EL_FUT;DE_ELCBASQ2B_FUT;D_ELCBASQ2;2028-03-30;2951.9;2951.9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
2026-04-22;F_ELCBASQ326;BY ELEKTRIK_Q3/2026_CASC VIS;D_EL;ENF;D_EL_FUT;DE_ELCBASQ3B_FUT;D_ELCBASQ3;2026-06-29;3350;3350;0;0;0;0;0;0;0;0;0;0;20;0;;;;;
2026-04-22;F_ELCBASQ327;BY ELEKTRIK_Q3/2027_CASC VIS;D_EL;ENF;D_EL_FUT;DE_ELCBASQ3B_FUT;D_ELCBASQ3;2027-06-29;2443.2;2443.2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
2026-04-22;F_ELCBASQ328;BY ELEKTRIK_Q3/2028_CASC VIS;D_EL;ENF;D_EL_FUT;DE_ELCBASQ3B_FUT;D_ELCBASQ3;2028-06-29;2951.9;2951.9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
2026-04-22;F_ELCBASQ426;BY ELEKTRIK_Q4/2026_CASC VIS;D_EL;ENF;D_EL_FUT;DE_ELCBASQ4B_FUT;D_ELCBASQ4;2026-09-29;3320;3320;0;0;0;0;0;0;0;0;0;0;20;0;;;;;
2026-04-22;F_ELCBASQ427;BY ELEKTRIK_Q4/2027_CASC VIS;D_EL;ENF;D_EL_FUT;DE_ELCBASQ4B_FUT;D_ELCBASQ4;2027-09-29;2443.2;2443.2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
2026-04-22;F_ELCBASQ428;BY ELEKTRIK_Q4/2028_CASC VIS;D_EL;ENF;D_EL_FUT;DE_ELCBASQ4B_FUT;D_ELCBASQ4;2028-09-29;2951.9;2951.9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
2026-04-22;F_ELCBASY27;BY ELEKTRIK_2026_CASC VIS;D_EL;ENF;D_EL_FUT;DE_ELCBASYB_FUT;D_ELCBASY;2026-12-28;2443.2;2443.2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
2026-04-22;F_ELCBASY28;BY ELEKTRIK_2027_CASC VIS;D_EL;ENF;D_EL_FUT;DE_ELCBASYB_FUT;D_ELCBASY;2027-12-28;2951.9;2951.9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
2026-04-22;F_ENJSA0426;ENJSA_04/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ENJSA_FPD;ENJSA.E;2026-04-30;117.85;115.55;1.99;115.5;115.5;118.4;117.65;117.19;102954605;0;8785;3417;35396;-1231;;;;;
2026-04-22;F_ENJSA0526;ENJSA_05/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ENJSA_FPD;ENJSA.E;2026-05-25;120.15;117.7;2.08;118.5;118.05;120.4;120.15;119.64;22265680;0;1861;477;10069;575;;;;;
2026-04-22;F_ENJSA0626;ENJSA_06/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ENJSA_FPD;ENJSA.E;2026-06-30;123.3;121.2;1.73;123;122;123.75;122;123.31;123305;0;10;10;156;9;;;;;
2026-04-22;F_ENKAI0426;ENKAI_04/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ENKAI_FPD;ENKAI.E;2026-04-30;107.7;106.15;1.46;107.1;105.1;108.25;108;107.23;347264295;0;32386;7589;45684;-981;107.1;160650;0;15;4
2026-04-22;F_ENKAI0526;ENKAI_05/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ENKAI_FPD;ENKAI.E;2026-05-25;109.8;108.3;1.39;109.25;107.8;110.3;110;109.46;27321040;0;2496;552;6877;746;109.25;120175;0;11;4
2026-04-22;F_ENKAI0626;ENKAI_06/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ENKAI_FPD;ENKAI.E;2026-06-30;112.2;111.7;0.45;119;111.5;119;112.65;112.2;471260;0;42;31;250;-10;;;;;
2026-04-22;F_EREGL0426;EREGL_04/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_EREGL_FPD;EREGL.E;2026-04-30;32.8;34.08;-3.76;34.08;32.28;34.3;32.82;33.09;2156139998;0;651579;34899;677073;-14506;34.08;34080;0;10;3
2026-04-22;F_EREGL0526;EREGL_05/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_EREGL_FPD;EREGL.E;2026-05-25;33.59;34.9;-3.75;34.83;33.07;35.09;33.54;33.9;216678894;0;64015;4995;89845;28596;34.83;20898;0;6;3
2026-04-22;F_EREGL0626;EREGL_06/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_EREGL_FPD;EREGL.E;2026-06-30;34.42;35.88;-4.07;36.47;34.05;36.47;34.5;34.89;4560378;0;1307;164;2619;655;;;;;
2026-04-22;F_EURTRY0426;EURTRY_04/2026_VIS;D_CR;CRF;D_CR_FUT;DE_EURTRY_FUT;D_EURTRY;2026-04-30;53.014;53.2;-0.35;53.058;53;53.2;53.1;53.0153;12511613;0;236;36;3565;-3;;;;;
2026-04-22;F_EURTRY0526;EURTRY_05/2026_VIS;D_CR;CRF;D_CR_FUT;DE_EURTRY_FUT;D_EURTRY;2026-05-25;54.323;54.656;-0.61;54.597;54.323;54.597;54.323;54.3761;12560883;0;231;40;788;170;;;;;
2026-04-22;F_EURTRY0626;EURTRY_06/2026_VIS;D_CR;CRF;D_CR_FUT;DE_EURTRY_FUT;D_EURTRY;2026-06-30;56.21;56.708;-0.88;56.679;56.101;56.679;56.25;56.2098;786937;0;14;8;154;-1;;;;;
2026-04-22;F_EURTRY1226;EURTRY_12/2026_VIS;D_CR;CRF;D_CR_FUT;DE_EURTRY_FUT;D_EURTRY;2026-12-31;66.544;66.55;-0.01;66.55;66.401;66.9;66.401;66.5798;5925604;0;89;27;869;13;;;;;
2026-04-22;F_EURUSD0426;EURUSD_04/2026_VIS;D_CR;CRFU;D_CR_FUT;DE_EURUSD_FUT;D_EURUSD;2026-04-30;1.1726;1.1764;-0.32;1.1762;1.1722;1.1767;1.173;1.1736;108697374.15138;0;2067;185;15678;-575;;;;;
2026-04-22;F_EURUSD0526;EURUSD_05/2026_VIS;D_CR;CRFU;D_CR_FUT;DE_EURUSD_FUT;D_EURUSD;2026-05-25;1.175;1.178;-0.25;1.1776;1.1745;1.1781;1.1749;1.1758;32456183.96151;0;616;61;4680;374;;;;;
2026-04-22;F_EURUSD0626;EURUSD_06/2026_VIS;D_CR;CRFU;D_CR_FUT;DE_EURUSD_FUT;D_EURUSD;2026-06-30;1.1777;1.1808;-0.26;1.1809;1.1773;1.1809;1.1773;1.1782;7972160.40999;0;151;18;2018;126;;;;;
2026-04-22;F_EURUSD1226;EURUSD_12/2026_VIS;D_CR;CRFU;D_CR_FUT;DE_EURUSD_FUT;D_EURUSD;2026-12-31;1.19;1.1908;-0.07;1.19;1.19;1.19;1.19;1.19;8265222.945;0;155;3;2310;-29;;;;;
2026-04-22;F_FROTO0426;FROTO_04/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_FROTO_FPD;FROTO.E;2026-04-30;103.2;104.6;-1.34;105.35;101.6;105.5;103.3;102.98;445739265;0;43283;12610;67402;-893;105.35;105350;0;10;1
2026-04-22;F_FROTO0526;FROTO_05/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_FROTO_FPD;FROTO.E;2026-05-25;105.95;107.45;-1.4;109;104.35;109.4;106.1;105.83;175288205;0;16498;3776;20172;7627;109;10900;0;1;1
2026-04-22;F_FROTO0626;FROTO_06/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_FROTO_FPD;FROTO.E;2026-06-30;107.55;110.75;-2.89;114;107.45;114;107.7;109.34;2164895;0;198;74;735;172;;;;;
2026-04-22;F_GARAN0426;GARAN_04/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_GARAN_FPD;GARAN.E;2026-04-30;140.9;143.6;-1.88;144;140.4;144.95;141.1;142.42;1317637495;0;92519;17953;175453;-9505;144;388800;0;27;3
2026-04-22;F_GARAN0526;GARAN_05/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_GARAN_FPD;GARAN.E;2026-05-25;144.45;147.3;-1.93;148;144.15;148.65;144.85;145.56;127536450;0;8762;1875;16098;4591;;;;;
2026-04-22;F_GARAN0626;GARAN_06/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_GARAN_FPD;GARAN.E;2026-06-30;148.8;152.55;-2.46;153;148.4;153;148.7;149.94;2084180;0;139;66;380;50;;;;;
2026-04-22;F_GBPUSD0426;GBPUSD_04/2026_VIS;D_CR;CRFU;D_CR_FUT;DE_GBPUSD_FUT;D_GBPUSD;2026-04-30;1.3514;1.35;0.1;1.3511;1.3502;1.3529;1.3502;1.3514;181669.10742;0;3;3;97;1;;;;;
2026-04-22;F_GBPUSD0526;GBPUSD_05/2026_VIS;D_CR;CRFU;D_CR_FUT;DE_GBPUSD_FUT;D_GBPUSD;2026-05-25;1.3502;1.3429;0.54;1.3502;1.3502;1.3502;1.3502;1.3502;60502.59702;0;1;1;17;1;;;;;
2026-04-22;F_GBPUSD0626;GBPUSD_06/2026_VIS;D_CR;CRFU;D_CR_FUT;DE_GBPUSD_FUT;D_GBPUSD;2026-06-30;1.3485;1.3485;0;0;0;0;0;0;0;0;0;0;21;0;;;;;
