TARIH;SOZLESME KODU;SOZLESME ADI;PAZAR;PAZAR SEGMENTI;SOZLESME TIPI;SOZLESME SINIFI;DAYANAK VARLIK;VADE TARIHI;UZLASMA FIYATI;ONCEKI UZLASMA FIYATI;UZLASMA FIYATI DEGISIMI (%);ACILIS FIYATI;EN DUSUK FIYAT;EN YUKSEK FIYAT;KAPANIS FIYATI; AGIRLIKLI ORTALAMA FIYAT;ISLEM HACMI;PRIM HACMI;ISLEM MIKTARI;ISLEM SAYISI;ACIK POZISYON;ACIK POZISYON DEGISIMI;ACILIS SEANSI FIYATI;ACILIS SEANSI ISLEM HACMI;ACILIS SEANSI PRIM HACMI;ACILIS SEANSI ISLEM MIKTARI;ACILIS SEANSI ISLEM SAYISI
TRADE DATE;INSTRUMENT SERIES;INSTRUMENT NAME;MARKET;MARKET SEGMENT;INSTRUMENT TYPE;INSTRUMENT CLASS;UNDERLYING;EXPIRATION DATE;SETTLEMENT PRICE;PREVIOUS SETTLEMENT PRICE;CHANGE OF SETTLEMENT PRICE (%);OPENING PRICE;LOWEST PRICE;HIGHEST PRICE;CLOSING PRICE;VWAP;TRADED VALUE;PREMIUM VALUE;TRADE VOLUME;TRADE COUNT;OPEN POSITION;OPEN POSITION CHANGE;OPENING SESSION PRICE;TRADED VALUE AT OPENING SESSION;PREMIUM VALUE AT OPENING SESSION;TRADED VOLUME AT OPENING SESSION;TRADE COUNT AT OPENING SESSION
2025-12-31;F_AEFES0126;AEFES_01/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_AEFES_FPD;AEFES.E;2026-01-30;16.14;16.14;0;16.14;16.04;16.5;16.1;16.32;286235013;0;175370;7387;348474;31079;;;;;
2025-12-31;F_AEFES0226;AEFES_02/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_AEFES_FPD;AEFES.E;2026-02-27;16.53;16.51;0.12;16.75;16.48;16.92;16.48;16.83;2489103;0;1479;191;8910;382;;;;;
2025-12-31;F_AEFES1225;AEFES_12/2025_VIS;D_EQ;SSF;D_EQ_FPD;DE_AEFES_FPD;AEFES.E;2025-12-31;15.71;15.73;-0.13;15.77;15.22;16.08;15.68;15.9;185215499;0;116481;4287;197434;-4516;;;;;
2025-12-31;F_AKBNK0126;AKBNK_01/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_AKBNK_FPD;AKBNK.E;2026-01-30;71.74;71.58;0.22;71.52;71.51;72.72;71.7;72;1933231613;0;268517;22724;429444;39629;71.52;221712;0;31;8
2025-12-31;F_AKBNK0226;AKBNK_02/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_AKBNK_FPD;AKBNK.E;2026-02-27;73.49;73.15;0.46;73.47;73.36;74.8;73.94;73.98;13553789;0;1832;302;2457;424;;;;;
2025-12-31;F_AKBNK1225;AKBNK_12/2025_VIS;D_EQ;SSF;D_EQ_FPD;DE_AKBNK_FPD;AKBNK.E;2025-12-31;69.8;69.85;-0.07;69.98;69.72;70.93;69.88;70.25;1477446201;0;210310;18440;290031;-43684;;;;;
2025-12-31;F_AKSEN0126;AKSEN_01/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_AKSEN_FPD;AKSEN.E;2026-01-30;73.29;71.1;3.08;71;70.14;73.6;73.2;71.42;587093224;0;82205;17479;90296;7259;;;;;
2025-12-31;F_AKSEN0226;AKSEN_02/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_AKSEN_FPD;AKSEN.E;2026-02-27;74.79;72.91;2.58;72.91;72.02;75.99;75.99;73.57;14861704;0;2020;406;2261;-23;;;;;
2025-12-31;F_AKSEN1225;AKSEN_12/2025_VIS;D_EQ;SSF;D_EQ_FPD;DE_AKSEN_FPD;AKSEN.E;2025-12-31;72.5;69.35;4.54;69.45;68.12;72;71.71;69.46;394208903;0;56751;12493;44265;-11273;;;;;
2025-12-31;F_ALARK0126;ALARK_01/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ALARK_FPD;ALARK.E;2026-01-30;104.5;104.65;-0.14;104.8;104.2;105.7;104.65;104.86;249447905;0;23788;4856;99409;3445;;;;;
2025-12-31;F_ALARK0226;ALARK_02/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ALARK_FPD;ALARK.E;2026-02-27;107.8;107.4;0.37;106.5;105.05;108.2;107.4;107.53;892485;0;83;45;373;21;;;;;
2025-12-31;F_ALARK1225;ALARK_12/2025_VIS;D_EQ;SSF;D_EQ_FPD;DE_ALARK_FPD;ALARK.E;2025-12-31;102;102.2;-0.2;102.3;100.4;103.05;101.85;102.16;168601945;0;16504;3083;33239;-6227;;;;;
2025-12-31;F_ARCLK0126;ARCLK_01/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ARCLK_FPD;ARCLK.E;2026-01-30;104.2;104.25;-0.05;104.35;103.65;105;104.1;104.45;161997535;0;15509;4438;28617;7938;104.35;20870;0;2;1
2025-12-31;F_ARCLK0226;ARCLK_02/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ARCLK_FPD;ARCLK.E;2026-02-27;107.1;106.8;0.28;107.25;106.85;108.8;106.85;107.41;2867970;0;267;94;859;5;;;;;
2025-12-31;F_ARCLK1225;ARCLK_12/2025_VIS;D_EQ;SSF;D_EQ_FPD;DE_ARCLK_FPD;ARCLK.E;2025-12-31;101;101.75;-0.74;101.4;100.3;102.55;102;101.81;153177250;0;15046;4677;14211;-5440;101.4;10140;0;1;1
2025-12-31;F_ASELS0126;ASELS_01/2026_VIS;D_EQ;SSF;D_EQ_FPD;DE_ASELS_FPD;ASELS.E;2026-01-30;236.95;235;0.83;235;234.6;242.8;236.45;239.06;2736421155;0;114464;23313;104111;18421;;;;;
